po_id,po_number,po_date,pr_id,vendor_id,item_id,quantity,unit_price,total_amount,discount,tax_amount,freight_cost,currency,exchange_rate,payment_terms,delivery_date_promised,delivery_date_actual,incoterms,contract_id,status,is_split_po,parent_po_id
PO00538,PO202400538,2024-05-14,PR00651,VEN008,ITM0039,100.00,19388.21,2096676.52,72414.29,205304.79,24964.53,IDR,1.0,Net 15,2024-06-24,2024-05-21,FOB,CTR009,partial,false,
PO00539,PO202500539,2025-09-12,PR00653,VEN001,ITM0010,5.00,23206.72,129030.04,1853.49,12559.81,2290.13,IDR,1.0,COD,2025-10-25,2025-11-11,CIF,CTR001,open,false,
PO00540,PO202400540,2024-05-15,PR00655,VEN010,ITM0036,2.00,1253.12,2648.17,120.49,262.43,0.00,IDR,1.0,Net 45,2024-05-29,2024-05-22,CIF,CTR002,closed,false,
PO00541,PO202400541,2024-08-06,PR00656,VEN001,ITM0009,2.00,28771.32,64633.45,451.74,6280.00,1262.55,IDR,1.0,Net 60,2024-09-04,2024-08-27,EXW,CTR001,closed,false,
PO00542,PO202400542,2024-09-01,PR00657,VEN005,ITM0029,1000.00,105.63,114807.84,2194.59,11377.35,0.00,IDR,1.0,Net 90,2024-09-22,2024-09-14,DDP,CTR016,partial,false,
PO00543,PO202500543,2025-04-21,PR00658,VEN015,ITM0038,4.00,2503.40,10915.76,179.58,1081.74,0.00,IDR,1.0,Net 60,2025-04-29,2025-04-27,DDP,CTR009,cancelled,false,
PO00544,PO202400544,2024-04-11,PR00659,VEN023,ITM0013,100.00,670.50,72919.37,1356.38,7226.24,0.00,IDR,1.0,Net 60,2024-04-30,2024-04-12,EXW,CTR011,closed,false,
PO00545,PO202400545,2024-03-25,PR00660,VEN018,ITM0018,200.00,138.54,29574.86,1064.23,2930.84,0.00,IDR,1.0,Net 15,2024-04-24,2024-03-30,EXW,,open,false,
PO00546,PO202400546,2024-08-28,PR00663,VEN020,ITM0034,50.00,23283.61,1259789.31,52533.88,122281.15,25861.35,IDR,1.0,Net 15,2024-09-19,2024-09-15,CIF,CTR003,closed,false,
PO00547,PO202400547,2024-06-28,PR00664,VEN028,ITM0036,40.00,1690.67,73892.48,1057.12,7322.68,0.00,IDR,1.0,Net 15,2024-07-21,2024-07-07,FOB,CTR002,partial,false,
PO00548,PO202500548,2025-09-03,PR00665,VEN001,ITM0026,1000.00,136.48,146449.57,4544.78,14513.02,0.00,IDR,1.0,COD,2025-09-14,2025-09-11,EXW,CTR013,partial,false,
PO00549,PO202500549,2025-12-04,PR00666,VEN016,ITM0001,10.00,11568.44,123440.73,5517.77,12118.33,1155.79,IDR,1.0,Net 30,2025-12-22,2025-12-08,DDP,CTR021,closed,false,
PO00550,PO202400550,2024-09-25,PR00667,VEN007,ITM0004,10.00,10209.44,112435.89,2098.41,10999.56,1440.34,IDR,1.0,Net 30,2024-10-14,2024-10-04,EXW,CTR008,partial,false,
PO00551,PO202500551,2025-11-11,PR00668,VEN027,ITM0001,1.00,34279.98,38400.92,555.06,3709.74,966.26,IDR,1.0,COD,2025-12-09,2025-11-24,FOB,CTR008,closed,false,
PO00552,PO202500552,2025-08-13,PR00669,VEN009,ITM0004,1.00,11017.52,11768.89,425.97,1165.07,12.27,IDR,1.0,Net 15,2025-09-18,2025-08-17,CIF,CTR008,closed,false,
PO00553,PO202500553,2025-07-18,PR00670,VEN025,ITM0016,50.00,61.47,3324.65,78.52,329.47,0.00,IDR,1.0,Net 15,2025-08-23,2025-08-04,EXW,CTR004,open,false,
PO00554,PO202400554,2024-08-16,PR00671,VEN027,ITM0034,100.00,19895.48,2194545.75,56490.04,212636.34,48851.77,IDR,1.0,Net 30,2024-09-19,2024-09-30,EXW,CTR003,closed,false,
PO00555,PO202500555,2025-08-11,PR00673,VEN017,ITM0026,500.00,139.06,75682.48,1346.05,7500.07,0.00,IDR,1.0,Net 15,2025-09-12,2025-08-11,DDP,CTR013,closed,false,
PO00556,PO202400556,2024-05-06,PR00674,VEN005,ITM0017,200.00,109.99,23571.84,761.25,2335.95,0.00,IDR,1.0,Net 15,2024-06-07,2024-05-12,DDP,CTR004,closed,false,
PO00557,PO202500557,2025-12-31,PR00675,VEN014,ITM0019,100.00,9317.23,1009547.12,26337.29,99592.39,4569.33,IDR,1.0,Net 15,2026-01-21,2026-01-19,CIF,,closed,false,
PO00558,PO202500558,2025-10-05,PR00676,VEN028,ITM0039,2.00,20169.91,44657.41,425.97,4390.52,353.04,IDR,1.0,Net 15,2025-11-04,2025-11-02,CIF,CTR009,closed,false,
PO00559,PO202500559,2025-05-23,PR00677,VEN010,ITM0030,1000.00,199.48,218288.63,2825.07,21632.21,0.00,IDR,1.0,Net 30,2025-06-21,2025-05-31,DDP,CTR016,closed,false,
PO00560,PO202500560,2025-12-09,PR00678,VEN012,ITM0034,200.00,20230.11,4438774.46,140231.08,429637.04,103346.10,IDR,1.0,Net 30,2025-12-18,2025-12-25,CIF,CTR003,closed,false,
PO00561,PO202400561,2024-05-24,PR00679,VEN016,ITM0019,40.00,7782.98,340202.40,5229.37,33669.86,442.88,IDR,1.0,Net 60,2024-06-22,2024-07-14,DDP,CTR025,closed,false,
PO00562,PO202500562,2025-01-02,PR00680,VEN025,ITM0029,50.00,92.66,5135.68,6.30,508.94,0.00,IDR,1.0,Net 45,2025-01-26,2025-01-18,CIF,CTR016,closed,false,
PO00563,PO202400563,2024-05-15,PR00681,VEN028,ITM0016,250.00,73.18,20129.21,161.24,1994.79,0.00,IDR,1.0,Net 15,2024-06-22,2024-06-10,EXW,CTR004,closed,false,
PO00564,PO202400564,2024-04-18,PR00682,VEN016,ITM0001,50.00,11650.42,656652.71,836.57,63985.28,10983.06,IDR,1.0,COD,2024-05-28,2024-04-26,DDP,,closed,false,
PO00565,PO202500565,2025-12-10,PR00683,VEN015,ITM0019,1.00,9041.42,10039.42,236.41,968.55,265.86,IDR,1.0,Net 45,2026-01-14,2026-02-09,DDP,CTR025,closed,false,
PO00566,PO202500566,2025-04-04,PR00684,VEN015,ITM0018,100.00,126.75,13469.93,539.54,1334.86,0.00,IDR,1.0,Net 90,2025-05-12,2025-04-06,EXW,,closed,false,
PO00567,PO202400567,2024-12-18,PR00685,VEN030,ITM0029,200.00,117.79,25598.29,496.28,2536.77,0.00,IDR,1.0,Net 60,2025-01-19,2025-01-16,EXW,CTR016,closed,false,
PO00568,PO202500568,2025-11-06,PR00687,VEN014,ITM0011,20.00,14211.66,306611.75,9860.18,30181.03,2057.77,IDR,1.0,COD,2025-12-14,2025-11-30,EXW,,closed,false,
PO00569,PO202400569,2024-08-20,PR00688,VEN001,ITM0030,5000.00,219.58,1196088.56,20358.29,118531.30,0.00,IDR,1.0,Net 60,2024-08-28,2024-09-10,DDP,CTR016,closed,false,
PO00570,PO202500570,2025-11-26,PR00690,VEN020,ITM0005,4.00,1462.40,6206.80,257.88,615.09,0.00,IDR,1.0,Net 90,2025-12-15,2025-12-13,CIF,,cancelled,false,
PO00571,PO202500571,2025-01-06,PR00691,VEN006,ITM0016,400.00,71.51,31471.39,251.76,3118.79,0.00,IDR,1.0,Net 15,2025-01-18,2025-01-06,CIF,CTR004,partial,false,
PO00572,PO202500572,2025-12-31,PR00693,VEN007,ITM0005,10.00,1379.25,15183.08,114.08,1504.63,0.00,IDR,1.0,Net 30,2026-01-20,2026-01-07,EXW,,closed,false,
PO00573,PO202500573,2025-03-28,PR00695,VEN025,ITM0015,100.00,7.01,769.69,7.21,76.28,0.00,IDR,1.0,Net 45,2025-04-05,2025-03-31,EXW,CTR004,open,false,
PO00574,PO202400574,2024-09-18,PR00696,VEN025,ITM0025,500.00,42.29,23001.51,421.75,2279.43,0.00,IDR,1.0,Net 90,2024-09-26,2024-09-22,DDP,CTR013,closed,false,
PO00575,PO202400575,2024-04-20,PR00697,VEN017,ITM0021,10.00,19260.35,210912.77,5147.49,20620.16,2836.59,IDR,1.0,Net 60,2024-05-31,2024-05-25,CIF,CTR025,partial,false,
PO00576,PO202400576,2024-12-11,PR00698,VEN011,ITM0023,250.00,38.06,10435.71,114.44,1034.17,0.00,IDR,1.0,Net 30,2024-12-20,2024-12-14,EXW,CTR013,closed,false,
PO00577,PO202400577,2024-09-23,PR00699,VEN005,ITM0006,10.00,7110.39,78462.38,633.76,7751.72,240.49,IDR,1.0,Net 60,2024-10-13,2024-09-25,FOB,,closed,false,
PO00578,PO202500578,2025-12-27,PR00700,VEN012,ITM0025,500.00,43.37,23660.88,366.39,2344.77,0.00,IDR,1.0,COD,2026-01-25,2026-01-21,FOB,CTR013,closed,false,
PO00579,PO202500579,2025-04-27,PR00701,VEN023,ITM0009,250.00,23926.15,6720962.06,56518.33,651752.18,144190.04,IDR,1.0,Net 60,2025-05-05,2025-05-05,CIF,CTR001,closed,true,
PO00580,PO202500580,2025-04-28,PR00701,VEN023,ITM0009,250.00,23926.15,6476751.66,242641.41,631278.64,106576.26,IDR,1.0,Net 60,2025-05-21,2025-05-21,EXW,CTR001,closed,true,PO00579
PO00581,PO202500581,2025-06-26,PR00702,VEN004,ITM0001,50.00,11360.62,610609.24,25829.71,59642.16,8765.64,IDR,1.0,Net 90,2025-07-08,2025-07-06,DDP,CTR008,closed,false,
PO00582,PO202400582,2024-10-04,PR00703,VEN010,ITM0037,200.00,35471.44,7776866.29,252890.75,752553.77,182914.59,IDR,1.0,Net 15,2024-11-11,2024-11-08,CIF,,closed,false,
PO00583,PO202400583,2024-04-24,PR00704,VEN005,ITM0036,5.00,1753.08,9382.93,312.29,929.84,0.00,IDR,1.0,Net 30,2024-05-07,2024-06-06,DDP,CTR002,closed,false,
PO00584,PO202400584,2024-10-26,PR00705,VEN015,ITM0032,10.00,9951.08,109409.28,2035.49,10722.29,1211.64,IDR,1.0,Net 15,2024-11-03,2024-11-01,CIF,CTR003,open,false,
PO00585,PO202400585,2024-01-02,PR00706,VEN023,ITM0013,500.00,324.90,175772.14,4098.72,17418.86,0.00,IDR,1.0,COD,2024-01-18,2024-01-15,DDP,CTR011,closed,false,
PO00586,PO202500586,2025-09-13,PR00708,VEN007,ITM0003,20.00,3034.04,64146.19,2891.54,6356.83,0.00,IDR,1.0,Net 60,2025-10-18,2025-09-13,FOB,CTR008,open,false,
PO00587,PO202500587,2025-05-21,PR00709,VEN012,ITM0031,500.00,296.85,160365.29,3954.03,15892.06,0.00,IDR,1.0,Net 60,2025-06-22,2025-06-04,CIF,CTR016,partial,false,
PO00588,PO202500588,2025-07-10,PR00710,VEN005,ITM0020,50.00,29442.11,1620627.71,47524.70,156703.91,39342.85,IDR,1.0,Net 15,2025-07-17,2025-07-13,EXW,CTR025,closed,false,
PO00589,PO202400589,2024-11-05,PR00711,VEN004,ITM0010,10.00,18312.17,196505.36,9071.95,19145.48,3310.12,IDR,1.0,COD,2024-12-15,2024-11-18,CIF,CTR001,cancelled,false,
PO00590,PO202500590,2025-10-12,PR00712,VEN008,ITM0003,10.00,3162.78,33829.83,1150.43,3352.51,0.00,IDR,1.0,Net 45,2025-11-09,2025-10-25,DDP,CTR008,partial,false,
PO00591,PO202400591,2024-10-09,PR00713,VEN012,ITM0038,20.00,2821.18,60510.19,1909.95,5996.51,0.00,IDR,1.0,Net 60,2024-10-29,2024-10-22,EXW,CTR009,closed,false,
PO00592,PO202400592,2024-04-16,PR00714,VEN016,ITM0033,50.00,621.27,34128.01,317.63,3382.06,0.00,IDR,1.0,COD,2024-05-21,2024-04-29,DDP,CTR014,closed,false,
PO00593,PO202400593,2024-07-06,PR00715,VEN030,ITM0020,10.00,29846.15,332616.05,6190.59,32149.80,8195.38,IDR,1.0,Net 15,2024-08-05,2024-07-23,DDP,,closed,false,
PO00594,PO202500594,2025-03-27,PR00716,VEN024,ITM0004,20.00,11156.44,237408.76,10896.10,23345.61,1830.36,IDR,1.0,Net 60,2025-04-25,2025-04-22,CIF,CTR008,closed,false,
PO00595,PO202500595,2025-09-14,PR00717,VEN014,ITM0011,4.00,13445.28,59212.40,887.70,5818.28,500.72,IDR,1.0,COD,2025-10-09,2025-09-14,FOB,CTR011,closed,false,
PO00596,PO202400596,2024-04-23,PR00718,VEN013,ITM0012,100.00,19835.89,2200315.31,21309.43,215850.76,22184.87,IDR,1.0,COD,2024-05-26,2024-05-18,EXW,,partial,false,
PO00597,PO202400597,2024-03-02,PR00719,VEN026,ITM0019,100.00,9690.73,1074330.61,16282.50,104806.91,16733.56,IDR,1.0,Net 15,2024-04-15,2024-04-07,DDP,CTR025,closed,false,
PO00598,PO202500598,2025-02-08,PR00720,VEN020,ITM0007,10.00,2089.13,23128.81,54.49,2292.04,0.00,IDR,1.0,Net 45,2025-03-17,2025-02-12,EXW,CTR001,closed,false,
PO00599,PO202400599,2024-07-04,PR00721,VEN024,ITM0009,5.00,33635.08,181647.96,7561.31,17667.55,3366.33,IDR,1.0,Net 45,2024-07-25,2024-07-23,CIF,CTR001,partial,false,
PO00600,PO202400600,2024-09-13,PR00722,VEN027,ITM0019,10.00,8736.81,96423.26,615.87,9542.74,128.31,IDR,1.0,Net 45,2024-10-17,2024-09-20,FOB,CTR025,closed,false,
PO00601,PO202500601,2025-07-19,PR00723,VEN014,ITM0018,200.00,138.09,30045.31,550.11,2977.46,0.00,IDR,1.0,COD,2025-08-30,2025-08-27,EXW,CTR004,partial,false,
PO00602,PO202500602,2025-02-19,PR00725,VEN003,ITM0039,1.00,20522.61,21922.98,987.07,2148.91,238.53,IDR,1.0,COD,2025-03-26,2025-02-24,CIF,,closed,false,
PO00603,PO202400603,2024-03-29,PR00727,VEN011,ITM0010,2.00,21150.53,47660.80,185.40,4632.72,912.42,IDR,1.0,COD,2024-04-22,2024-04-11,CIF,,closed,false,
PO00604,PO202400604,2024-09-14,PR00729,VEN023,ITM0013,1000.00,645.97,684718.60,29107.50,67855.00,0.00,IDR,1.0,COD,2024-09-26,2024-09-24,DDP,,closed,false,
PO00605,PO202500605,2025-04-07,PR00730,VEN028,ITM0023,1000.00,38.80,40977.17,1881.70,4060.80,0.00,IDR,1.0,Net 15,2025-05-19,2025-05-12,CIF,,closed,false,
PO00606,PO202500606,2025-03-12,PR00731,VEN030,ITM0025,5000.00,46.46,252814.88,4529.98,25053.73,0.00,IDR,1.0,Net 60,2025-04-26,2025-04-04,DDP,CTR013,open,false,
PO00607,PO202400607,2024-06-03,PR00732,VEN003,ITM0025,5000.00,45.79,245443.41,7824.47,24323.22,0.00,IDR,1.0,Net 60,2024-06-24,2024-06-10,DDP,CTR013,open,false,
PO00608,PO202500608,2025-12-31,PR00733,VEN027,ITM0023,1000.00,35.51,38447.39,871.83,3810.10,0.00,IDR,1.0,Net 60,2026-02-13,2026-01-13,CIF,CTR013,closed,false,
PO00609,PO202500609,2025-02-09,PR00734,VEN015,ITM0020,10.00,24683.45,266702.93,12248.79,25804.43,6312.79,IDR,1.0,Net 30,2025-02-27,2025-02-26,CIF,,closed,false,
PO00610,PO202400610,2024-09-24,PR00735,VEN020,ITM0014,100.00,15865.29,1716106.19,51834.43,168816.42,12595.01,IDR,1.0,Net 60,2024-11-03,2024-10-11,FOB,CTR011,cancelled,false,
PO00611,PO202500611,2025-07-24,PR00737,VEN025,ITM0031,500.00,326.87,179521.78,1704.42,17790.45,0.00,IDR,1.0,Net 90,2025-08-12,2025-08-27,DDP,CTR016,closed,false,
PO00612,PO202400612,2024-09-20,PR00738,VEN019,ITM0005,100.00,1205.21,133009.12,692.88,13181.08,0.00,IDR,1.0,Net 30,2024-09-29,2024-09-21,EXW,CTR008,closed,false,
PO00613,PO202500613,2025-10-10,PR00739,VEN028,ITM0001,5.00,16527.70,88691.97,4040.23,8645.81,1447.91,IDR,1.0,Net 90,2025-10-24,2025-10-12,DDP,CTR008,closed,false,
PO00614,PO202500614,2025-11-11,PR00740,VEN012,ITM0024,2500.00,569.59,1548513.89,28928.34,153456.33,0.00,IDR,1.0,COD,2025-12-22,2025-12-16,EXW,CTR013,closed,false,
PO00615,PO202400615,2024-11-06,PR00741,VEN002,ITM0032,25.00,10237.94,276204.60,9528.72,27106.16,2678.78,IDR,1.0,Net 15,2024-11-28,2024-11-20,FOB,CTR003,partial,false,
PO00616,PO202500616,2025-03-13,PR00742,VEN021,ITM0015,1000.00,8.38,9028.31,243.07,894.70,0.00,IDR,1.0,Net 45,2025-04-27,2025-04-08,FOB,CTR004,closed,false,
PO00617,PO202400617,2024-09-29,PR00744,VEN028,ITM0026,500.00,75.78,40369.16,1523.64,4000.55,0.00,IDR,1.0,Net 30,2024-11-13,2024-10-24,DDP,CTR013,closed,false,
PO00618,PO202500618,2025-04-02,PR00745,VEN009,ITM0024,200.00,638.03,135168.07,5833.55,13395.03,0.00,IDR,1.0,COD,2025-04-16,2025-04-11,DDP,CTR013,partial,false,
PO00619,PO202500619,2025-12-17,PR00746,VEN030,ITM0014,500.00,17498.27,9520516.70,333058.42,925768.19,178674.01,IDR,1.0,Net 60,2026-01-21,2026-01-03,FOB,CTR011,closed,false,
PO00620,PO202400620,2024-06-11,PR00747,VEN002,ITM0033,1000.00,799.00,857667.96,26326.63,84994.12,0.00,IDR,1.0,Net 60,2024-07-25,2024-06-23,FOB,CTR003,cancelled,false,
PO00621,PO202500621,2025-04-17,PR00748,VEN014,ITM0024,500.00,577.39,317805.35,2383.64,31494.22,0.00,IDR,1.0,Net 45,2025-05-16,2025-04-29,CIF,CTR013,cancelled,false,
PO00622,PO202500622,2025-10-05,PR00750,VEN003,ITM0014,2.00,16678.88,35398.24,1517.86,3502.39,55.96,IDR,1.0,Net 60,2025-10-31,2025-10-27,EXW,CTR011,partial,false,
PO00623,PO202500623,2025-06-30,PR00752,VEN012,ITM0024,1000.00,546.36,582224.26,21832.71,57697.90,0.00,IDR,1.0,Net 30,2025-07-25,2025-07-09,EXW,CTR013,closed,false,
PO00624,PO202500624,2025-02-03,PR00753,VEN020,ITM0023,200.00,42.05,9005.61,297.76,892.45,0.00,IDR,1.0,Net 45,2025-02-23,2025-02-07,CIF,CTR013,open,false,
PO00625,PO202500625,2025-12-05,PR00754,VEN029,ITM0030,2500.00,224.73,594622.86,26128.48,58926.59,0.00,IDR,1.0,Net 90,2026-01-08,2025-12-06,CIF,CTR016,closed,false,
PO00626,PO202400626,2024-05-15,PR00755,VEN002,ITM0004,2.00,9008.44,19362.25,775.31,1896.57,224.10,IDR,1.0,COD,2024-05-25,2024-05-24,FOB,CTR008,closed,false,
PO00627,PO202400627,2024-09-24,PR00756,VEN013,ITM0036,10.00,1289.54,14109.92,183.78,1398.28,0.00,IDR,1.0,Net 30,2024-10-13,2024-10-01,DDP,CTR002,partial,false,
PO00628,PO202500628,2025-11-01,PR00757,VEN018,ITM0005,10.00,1442.99,15942.89,66.89,1579.93,0.00,IDR,1.0,Net 60,2025-11-19,2025-11-13,CIF,CTR008,closed,false,
PO00629,PO202500629,2025-04-19,PR00758,VEN020,ITM0029,5000.00,115.82,632033.38,9698.72,62633.94,0.00,IDR,1.0,Net 30,2025-05-16,2025-05-02,CIF,CTR016,closed,false,
PO00630,PO202500630,2025-03-04,PR00759,VEN003,ITM0034,100.00,23852.56,2549040.71,92254.28,252230.14,3809.28,IDR,1.0,Net 90,2025-03-15,2025-03-10,EXW,CTR003,closed,false,
PO00631,PO202500631,2025-11-28,PR00761,VEN020,ITM0017,500.00,105.53,58166.72,362.20,5764.27,0.00,IDR,1.0,Net 45,2025-12-25,2025-12-16,EXW,,cancelled,false,
PO00632,PO202500632,2025-11-17,PR00762,VEN026,ITM0002,1.00,41700.37,45598.53,1400.34,4433.00,865.50,IDR,1.0,Net 30,2025-12-11,2025-11-23,FOB,CTR008,closed,false,
PO00633,PO202400633,2024-10-30,PR00763,VEN019,ITM0019,10.00,8970.27,97583.20,2259.61,9618.74,521.37,IDR,1.0,Net 60,2024-11-06,2024-11-06,EXW,CTR025,open,false,
PO00634,PO202500634,2025-09-23,PR00764,VEN026,ITM0022,500.00,64.02,34824.26,637.24,3451.05,0.00,IDR,1.0,Net 30,2025-10-11,2025-10-05,EXW,,closed,false,
PO00635,PO202500635,2025-10-06,PR00765,VEN005,ITM0004,2.00,10682.00,23027.95,735.09,2269.18,129.86,IDR,1.0,Net 45,2025-10-28,2025-10-12,CIF,CTR008,closed,false,
PO00636,PO202500636,2025-03-28,PR00766,VEN023,ITM0013,200.00,581.77,127185.62,1773.14,12603.98,0.00,IDR,1.0,COD,2025-04-06,2025-04-12,EXW,,closed,false,
PO00637,PO202500637,2025-02-19,PR00767,VEN008,ITM0017,100.00,108.37,11475.97,498.75,1137.26,0.00,IDR,1.0,Net 15,2025-04-03,2025-02-24,EXW,CTR004,partial,false,
PO00638,PO202400638,2024-10-01,PR00768,VEN002,ITM0005,50.00,1273.28,70514.36,137.39,6987.91,0.00,IDR,1.0,Net 60,2024-10-26,2024-11-25,EXW,CTR008,closed,false,
PO00639,PO202400639,2024-10-24,PR00769,VEN016,ITM0001,5.00,11635.78,65551.72,76.77,6391.24,1058.33,IDR,1.0,Net 45,2024-11-27,2024-12-18,FOB,CTR021,closed,false,
PO00640,PO202400640,2024-02-24,PR00770,VEN015,ITM0034,5.00,19179.90,105072.03,3145.69,10202.92,2115.30,IDR,1.0,Net 90,2024-03-21,2024-03-10,EXW,CTR003,closed,false,
PO00641,PO202500641,2025-12-09,PR00771,VEN024,ITM0019,1.00,9934.81,11017.00,130.22,1078.51,133.90,IDR,1.0,Net 60,2026-01-16,2025-12-24,EXW,CTR025,cancelled,false,
PO00642,PO202500642,2025-11-01,PR00772,VEN018,ITM0014,50.00,15932.71,879129.28,15196.77,85958.28,11732.11,IDR,1.0,COD,2025-11-13,2025-11-10,CIF,CTR011,closed,false,
PO00643,PO202400643,2024-06-14,PR00773,VEN012,ITM0031,500.00,302.49,161621.96,5641.58,16016.59,0.00,IDR,1.0,Net 30,2024-07-19,2024-06-24,CIF,CTR016,closed,false,
PO00644,PO202500644,2025-12-10,PR00774,VEN025,ITM0031,50.00,333.92,17635.11,808.67,1747.62,0.00,IDR,1.0,Net 45,2025-12-20,2025-12-18,DDP,,open,false,
PO00645,PO202400645,2024-04-09,PR00776,VEN028,ITM0010,5.00,26020.46,140472.66,5611.70,13693.97,2288.07,IDR,1.0,Net 60,2024-05-14,2024-05-27,FOB,CTR001,closed,false,
PO00646,PO202400646,2024-08-09,PR00777,VEN030,ITM0022,100.00,58.86,6408.02,113.29,635.03,0.00,IDR,1.0,Net 30,2024-09-06,2024-08-17,FOB,CTR013,closed,false,
PO00647,PO202500647,2025-01-10,PR00778,VEN021,ITM0017,100.00,113.12,11957.31,539.74,1184.96,0.00,IDR,1.0,Net 60,2025-02-03,2025-01-16,EXW,CTR004,closed,false,
PO00648,PO202400648,2024-06-12,PR00780,VEN009,ITM0039,2.00,19504.31,42465.67,1616.61,4113.12,960.54,IDR,1.0,Net 30,2024-06-25,2024-06-12,EXW,,closed,false,
PO00649,PO202400649,2024-07-14,PR00782,VEN018,ITM0008,100.00,454.32,50057.82,335.18,4960.68,0.00,IDR,1.0,Net 15,2024-08-06,2024-07-26,CIF,CTR001,closed,false,
PO00650,PO202400650,2024-03-01,PR00783,VEN020,ITM0009,500.00,38082.73,20786232.51,352618.35,2055762.01,41724.91,IDR,1.0,Net 15,2024-04-15,2024-04-01,DDP,CTR001,closed,false,
PO00651,PO202500651,2025-12-18,PR00784,VEN013,ITM0012,100.00,19949.98,2144519.03,96781.97,208803.74,37499.47,IDR,1.0,Net 90,2026-01-29,2026-01-20,FOB,,partial,false,
PO00652,PO202500652,2025-06-04,PR00786,VEN018,ITM0036,50.00,1761.27,96392.33,1223.66,9552.39,0.00,IDR,1.0,Net 45,2025-06-21,2025-06-14,CIF,CTR002,closed,false,
PO00653,PO202500653,2025-12-21,PR00787,VEN001,ITM0007,2.00,1845.74,4070.02,24.79,403.34,0.00,IDR,1.0,Net 15,2026-01-28,2026-01-19,CIF,CTR001,cancelled,false,
PO00654,PO202500654,2025-12-25,PR00788,VEN004,ITM0035,1.00,135797.35,151857.45,2076.43,14709.30,3427.24,IDR,1.0,Net 45,2026-01-16,2026-01-22,DDP,CTR002,cancelled,false,
PO00655,PO202400655,2024-06-14,PR00789,VEN027,ITM0004,40.00,9147.94,407404.54,1386.88,40098.38,2775.42,IDR,1.0,COD,2024-06-26,2024-06-16,FOB,CTR008,cancelled,false,
PO00656,PO202500656,2025-03-10,PR00790,VEN018,ITM0031,100.00,364.72,40349.78,120.98,3998.63,0.00,IDR,1.0,Net 30,2025-03-18,2025-03-16,EXW,,closed,false,
PO00657,PO202500657,2025-09-03,PR00791,VEN025,ITM0028,250.00,704.36,193377.46,1876.09,19163.53,0.00,IDR,1.0,COD,2025-09-15,2025-09-12,CIF,CTR016,closed,false,
PO00658,PO202400658,2024-11-15,PR00793,VEN008,ITM0003,10.00,3172.85,33867.60,1217.12,3356.25,0.00,IDR,1.0,COD,2024-12-03,2024-12-03,DDP,CTR008,closed,false,
PO00659,PO202400659,2024-02-26,PR00794,VEN012,ITM0023,200.00,36.26,7687.77,325.40,761.85,0.00,IDR,1.0,Net 45,2024-03-10,2024-02-26,CIF,CTR013,closed,false,
PO00660,PO202500660,2025-12-31,PR00795,VEN018,ITM0032,2.00,12913.07,29173.11,106.10,2829.20,623.86,IDR,1.0,Net 30,2026-02-08,2025-12-31,DDP,CTR003,closed,false,
PO00661,PO202500661,2025-09-07,PR00796,VEN025,ITM0004,2.00,8820.65,18947.30,599.88,1874.56,31.32,IDR,1.0,COD,2025-10-11,2025-09-25,EXW,CTR008,closed,false,
PO00662,PO202400662,2024-02-22,PR00797,VEN029,ITM0016,200.00,62.18,13363.73,396.06,1324.33,0.00,IDR,1.0,Net 30,2024-04-06,2024-02-23,FOB,CTR004,closed,false,
PO00663,PO202400663,2024-07-23,PR00798,VEN011,ITM0009,50.00,32340.43,1806762.24,12469.16,176500.76,25709.08,IDR,1.0,Net 15,2024-08-22,2024-07-26,EXW,CTR001,closed,false,
PO00664,PO202500664,2025-11-16,PR00799,VEN029,ITM0022,250.00,53.15,14538.53,189.53,1440.75,0.00,IDR,1.0,Net 60,2025-12-29,2025-12-23,EXW,CTR013,closed,false,
PO00665,PO202500665,2025-01-08,PR00800,VEN015,ITM0032,100.00,10984.48,1188691.61,45797.68,115791.53,20249.77,IDR,1.0,Net 45,2025-01-24,2025-01-16,CIF,CTR003,closed,false,
PO00666,PO202400666,2024-03-01,PR00801,VEN024,ITM0015,200.00,8.44,1845.37,25.86,182.87,0.00,IDR,1.0,Net 15,2024-03-30,2024-03-12,FOB,CTR004,open,false,
PO00667,PO202400667,2024-05-28,PR00802,VEN029,ITM0018,500.00,108.67,57404.46,2621.28,5688.73,0.00,IDR,1.0,Net 60,2024-06-04,2024-06-29,CIF,CTR004,closed,false,
PO00668,PO202500668,2025-06-22,PR00803,VEN015,ITM0009,10.00,32364.98,349635.40,9361.05,34571.76,774.93,IDR,1.0,Net 60,2025-07-06,2025-06-24,CIF,CTR001,closed,false,
PO00669,PO202500669,2025-01-04,PR00804,VEN008,ITM0031,1000.00,188.03,202321.92,5756.50,20049.92,0.00,IDR,1.0,Net 45,2025-01-28,2025-01-27,CIF,CTR016,closed,false,
PO00670,PO202400670,2024-09-08,PR00806,VEN019,ITM0021,4.00,9434.46,42261.58,106.96,4139.40,491.29,IDR,1.0,Net 30,2024-10-23,2024-09-12,EXW,CTR025,closed,false,
PO00671,PO202400671,2024-12-12,PR00807,VEN019,ITM0001,2.00,13426.08,30237.86,167.61,2935.30,618.01,IDR,1.0,Net 45,2024-12-21,2024-12-15,EXW,CTR008,closed,false,
PO00672,PO202500672,2025-09-11,PR00808,VEN029,ITM0037,125.00,40406.52,5618489.62,99827.25,544608.64,122893.35,IDR,1.0,Net 90,2025-10-17,2025-10-08,DDP,CTR002,closed,true,
