pr_id,pr_number,pr_date,requester_id,cost_center_id,department_id,item_id,description,quantity,estimated_unit_price,estimated_total,priority,currency,required_date,status,budget_id,attachment_url
PR00137,PR202500137,2025-09-21,EMP034,CC003,DEP03,ITM0019,Request ITM0019,1,8486.57,8486.57,IDR,2025-10-20,normal,approved,BUD00458,https://docs.internal/pr/PR202500137.pdf
PR00138,PR202400138,2024-05-18,EMP031,CC005,DEP05,ITM0002,Request ITM0002,2,40518.18,81036.36,IDR,2024-06-13,urgent,approved,BUD00753,https://docs.internal/pr/PR202400138.pdf
PR00139,PR202500139,2025-02-22,EMP020,CC007,DEP01,ITM0012,Request ITM0012,2,18168.32,36336.65,IDR,2025-03-30,urgent,approved,BUD00772,https://docs.internal/pr/PR202500139.pdf
PR00140,PR202400140,2024-09-30,EMP007,CC012,DEP06,ITM0005,Request ITM0005,50,1288.86,64442.77,IDR,2024-10-22,normal,approved,BUD00401,https://docs.internal/pr/PR202400140.pdf
PR00141,PR202500141,2025-09-20,EMP009,CC009,DEP03,ITM0009,Request ITM0009,5,33807.43,169037.16,IDR,2025-10-03,urgent,approved,BUD00473,https://docs.internal/pr/PR202500141.pdf
PR00142,PR202500142,2025-01-01,EMP032,CC002,DEP02,ITM0013,Request ITM0013,200,661.76,132351.33,IDR,2025-02-03,low,approved,BUD00709,https://docs.internal/pr/PR202500142.pdf
PR00143,PR202500143,2025-12-17,EMP013,CC006,DEP06,ITM0009,Request ITM0009,200,25627.96,5125591.34,IDR,2026-01-06,normal,approved,BUD00476,https://docs.internal/pr/PR202500143.pdf
PR00144,PR202500144,2025-03-03,EMP029,CC012,DEP06,ITM0008,Request ITM0008,1000,294.36,294356.06,IDR,2025-03-29,high,approved,BUD00501,https://docs.internal/pr/PR202500144.pdf
PR00145,PR202400145,2024-09-23,EMP002,CC007,DEP01,ITM0020,Request ITM0020,250,26667.92,6666981.12,IDR,2024-10-17,normal,approved,BUD00422,https://docs.internal/pr/PR202400145.pdf
PR00146,PR202500146,2025-08-01,EMP018,CC011,DEP05,ITM0017,Request ITM0017,100,116.13,11613.21,IDR,2025-08-11,normal,pending,BUD01112,https://docs.internal/pr/PR202500146.pdf
PR00147,PR202400147,2024-11-22,EMP020,CC010,DEP04,ITM0026,Request ITM0026,1000,129.84,129843.94,IDR,2024-12-11,normal,approved,BUD00909,https://docs.internal/pr/PR202400147.pdf
PR00148,PR202500148,2025-12-28,EMP023,CC009,DEP03,ITM0029,Request ITM0029,400,93.01,37203.73,IDR,2026-01-24,normal,approved,BUD00717,https://docs.internal/pr/PR202500148.pdf
PR00149,PR202500149,2025-01-23,EMP033,CC010,DEP04,ITM0010,Request ITM0010,4,26400.37,105601.49,IDR,2025-02-22,urgent,approved,BUD00067,https://docs.internal/pr/PR202500149.pdf
PR00150,PR202400150,2024-11-04,EMP036,CC009,DEP03,ITM0008,Request ITM0008,200,304.55,60909.63,IDR,2024-12-04,urgent,approved,BUD00472,https://docs.internal/pr/PR202400150.pdf
PR00151,PR202500151,2025-03-18,EMP002,CC012,DEP06,ITM0036,Request ITM0036,1,1299.52,1299.52,IDR,2025-04-10,normal,approved,BUD01055,https://docs.internal/pr/PR202500151.pdf
PR00152,PR202400152,2024-01-02,EMP015,CC005,DEP05,ITM0024,Request ITM0024,2000,460.07,920132.22,IDR,2024-01-14,urgent,approved,BUD00585,https://docs.internal/pr/PR202400152.pdf
PR00153,PR202400153,2024-05-05,EMP032,CC001,DEP01,ITM0033,Request ITM0033,1000,742.33,742330.55,IDR,2024-05-22,urgent,approved,BUD00912,https://docs.internal/pr/PR202400153.pdf
PR00154,PR202400154,2024-03-07,EMP016,CC003,DEP03,ITM0034,Request ITM0034,50,18321.13,916056.29,IDR,2024-03-22,normal,approved,BUD00544,https://docs.internal/pr/PR202400154.pdf
PR00155,PR202500155,2025-10-20,EMP021,CC004,DEP04,ITM0023,Request ITM0023,1000,40.82,40816.52,IDR,2025-11-14,normal,approved,BUD00952,https://docs.internal/pr/PR202500155.pdf
PR00156,PR202400156,2024-08-07,EMP039,CC009,DEP03,ITM0011,Request ITM0011,200,14532.89,2906578.59,IDR,2024-09-11,low,approved,BUD00777,https://docs.internal/pr/PR202400156.pdf
PR00157,PR202500157,2025-06-23,EMP018,CC012,DEP06,ITM0032,Request ITM0032,2,10218.16,20436.32,IDR,2025-07-27,urgent,approved,BUD00821,https://docs.internal/pr/PR202500157.pdf
PR00158,PR202400158,2024-11-09,EMP002,CC008,DEP02,ITM0015,Request ITM0015,1000,8.30,8304.58,IDR,2024-12-10,low,approved,BUD00927,https://docs.internal/pr/PR202400158.pdf
PR00159,PR202500159,2025-03-16,EMP014,CC009,DEP03,ITM0022,Request ITM0022,500,48.99,24493.65,IDR,2025-04-18,urgent,approved,BUD00642,https://docs.internal/pr/PR202500159.pdf
PR00160,PR202500160,2025-12-04,EMP014,CC010,DEP04,ITM0021,Request ITM0021,2,19442.40,38884.80,IDR,2026-01-08,high,pending,BUD00967,https://docs.internal/pr/PR202500160.pdf
PR00161,PR202500161,2025-05-15,EMP021,CC007,DEP01,ITM0022,Request ITM0022,500,62.43,31214.25,IDR,2025-06-07,low,approved,BUD00012,https://docs.internal/pr/PR202500161.pdf
PR00162,PR202500162,2025-09-15,EMP037,CC010,DEP04,ITM0014,Request ITM0014,5,15801.43,79007.14,IDR,2025-10-28,urgent,approved,BUD00429,https://docs.internal/pr/PR202500162.pdf
PR00163,PR202400163,2024-07-18,EMP028,CC011,DEP05,ITM0018,Request ITM0018,200,91.85,18370.56,IDR,2024-08-12,high,approved,BUD00955,https://docs.internal/pr/PR202400163.pdf
PR00164,PR202500164,2025-11-25,EMP012,CC008,DEP02,ITM0018,Request ITM0018,2500,128.41,321032.30,IDR,2026-01-07,low,approved,BUD00079,https://docs.internal/pr/PR202500164.pdf
PR00165,PR202400165,2024-06-27,EMP027,CC003,DEP03,ITM0033,Request ITM0033,200,940.79,188157.98,IDR,2024-07-21,high,approved,BUD00561,https://docs.internal/pr/PR202400165.pdf
PR00166,PR202500166,2025-12-23,EMP019,CC005,DEP05,ITM0018,Request ITM0018,200,138.11,27622.23,IDR,2026-01-13,low,approved,BUD01004,https://docs.internal/pr/PR202500166.pdf
PR00167,PR202500167,2025-09-08,EMP001,CC003,DEP03,ITM0037,Request ITM0037,2,36142.49,72284.99,IDR,2025-10-07,high,approved,BUD00206,https://docs.internal/pr/PR202500167.pdf
PR00168,PR202400168,2024-08-19,EMP033,CC003,DEP03,ITM0033,Request ITM0033,500,647.20,323597.60,IDR,2024-09-20,normal,pending,BUD00286,https://docs.internal/pr/PR202400168.pdf
PR00169,PR202400169,2024-04-28,EMP011,CC008,DEP02,ITM0004,Request ITM0004,250,10463.87,2615967.11,IDR,2024-05-22,normal,approved,BUD00353,https://docs.internal/pr/PR202400169.pdf
PR00170,PR202500170,2025-02-27,EMP024,CC006,DEP06,ITM0023,Request ITM0023,1000,30.47,30474.33,IDR,2025-03-14,urgent,approved,BUD00159,https://docs.internal/pr/PR202500170.pdf
PR00171,PR202400171,2024-06-27,EMP004,CC005,DEP05,ITM0037,Request ITM0037,25,47855.34,1196383.50,IDR,2024-08-10,low,approved,BUD00923,https://docs.internal/pr/PR202400171.pdf
PR00172,PR202500172,2025-03-25,EMP002,CC008,DEP02,ITM0019,Request ITM0019,2,8952.72,17905.44,IDR,2025-05-05,low,approved,BUD00229,https://docs.internal/pr/PR202500172.pdf
PR00173,PR202500173,2025-04-01,EMP013,CC010,DEP04,ITM0012,Request ITM0012,5,26747.32,133736.59,IDR,2025-04-21,normal,approved,BUD00101,https://docs.internal/pr/PR202500173.pdf
PR00174,PR202500174,2024-12-15,EMP032,CC004,DEP04,ITM0031,Request ITM0031,500,370.47,185233.47,IDR,2025-01-11,urgent,approved,BUD00524,https://docs.internal/pr/PR202500174.pdf
PR00175,PR202500175,2025-01-10,EMP008,CC010,DEP04,ITM0009,Request ITM0009,1,26477.28,26477.28,IDR,2025-01-29,urgent,approved,BUD01127,https://docs.internal/pr/PR202500175.pdf
PR00176,PR202500176,2025-08-01,EMP002,CC006,DEP06,ITM0027,Request ITM0027,1000,105.45,105446.00,IDR,2025-08-27,urgent,approved,BUD00187,https://docs.internal/pr/PR202500176.pdf
PR00177,PR202400177,2024-11-16,EMP031,CC007,DEP01,ITM0011,Request ITM0011,100,14420.66,1442065.82,IDR,2024-12-23,high,approved,BUD01101,https://docs.internal/pr/PR202400177.pdf
PR00178,PR202400178,2024-08-26,EMP017,CC006,DEP06,ITM0014,Request ITM0014,5,15613.98,78069.91,IDR,2024-09-24,high,approved,BUD00923,https://docs.internal/pr/PR202400178.pdf
PR00179,PR202400179,2024-11-18,EMP040,CC003,DEP03,ITM0001,Request ITM0001,250,15718.48,3929619.67,IDR,2024-12-31,normal,draft,BUD01027,https://docs.internal/pr/PR202400179.pdf
PR00180,PR202400180,2024-11-29,EMP025,CC001,DEP01,ITM0025,Request ITM0025,500,50.07,25033.29,IDR,2024-12-24,high,approved,BUD00461,https://docs.internal/pr/PR202400180.pdf
PR00181,PR202400181,2024-06-16,EMP018,CC002,DEP02,ITM0016,Request ITM0016,2000,71.18,142366.55,IDR,2024-08-03,low,approved,BUD00272,https://docs.internal/pr/PR202400181.pdf
PR00182,PR202500182,2025-09-23,EMP031,CC009,DEP03,ITM0030,Request ITM0030,200,224.22,44844.42,IDR,2025-11-06,high,approved,BUD00542,https://docs.internal/pr/PR202500182.pdf
PR00183,PR202400183,2024-11-15,EMP013,CC007,DEP01,ITM0031,Request ITM0031,200,274.42,54884.63,IDR,2024-12-03,normal,approved,BUD00667,https://docs.internal/pr/PR202400183.pdf
PR00184,PR202400184,2024-07-23,EMP040,CC009,DEP03,ITM0017,Request ITM0017,200,233.47,46694.60,IDR,2024-08-14,low,approved,BUD00153,https://docs.internal/pr/PR202400184.pdf
PR00185,PR202400185,2024-03-26,EMP021,CC012,DEP06,ITM0022,Request ITM0022,500,60.67,30334.81,IDR,2024-04-09,normal,approved,BUD00613,https://docs.internal/pr/PR202400185.pdf
PR00186,PR202500186,2025-09-06,EMP034,CC001,DEP01,ITM0002,Request ITM0002,25,40384.30,1009607.54,IDR,2025-10-01,high,pending,BUD00034,https://docs.internal/pr/PR202500186.pdf
PR00187,PR202500187,2025-08-19,EMP005,CC012,DEP06,ITM0003,Request ITM0003,20,3280.17,65603.49,IDR,2025-09-08,low,approved,BUD01090,https://docs.internal/pr/PR202500187.pdf
PR00188,PR202500188,2025-09-17,EMP035,CC008,DEP02,ITM0002,Request ITM0002,2,35064.12,70128.25,IDR,2025-10-11,high,approved,BUD00313,https://docs.internal/pr/PR202500188.pdf
PR00189,PR202500189,2025-04-08,EMP029,CC007,DEP01,ITM0025,Request ITM0025,500,40.29,20146.71,IDR,2025-05-24,urgent,approved,BUD00256,https://docs.internal/pr/PR202500189.pdf
PR00190,PR202500190,2025-01-12,EMP015,CC012,DEP06,ITM0026,Request ITM0026,250,139.86,34964.55,IDR,2025-02-18,urgent,approved,BUD00966,https://docs.internal/pr/PR202500190.pdf
PR00191,PR202400191,2024-04-09,EMP002,CC001,DEP01,ITM0002,Request ITM0002,10,28986.99,289869.91,IDR,2024-05-12,low,approved,BUD00296,https://docs.internal/pr/PR202400191.pdf
PR00192,PR202400192,2024-08-06,EMP040,CC002,DEP02,ITM0033,Request ITM0033,250,950.52,237630.04,IDR,2024-08-31,normal,approved,BUD00617,https://docs.internal/pr/PR202400192.pdf
PR00193,PR202400193,2024-12-09,EMP014,CC008,DEP02,ITM0031,Request ITM0031,5000,283.29,1416456.41,IDR,2025-01-17,urgent,approved,BUD00242,https://docs.internal/pr/PR202400193.pdf
PR00194,PR202500194,2025-01-05,EMP033,CC004,DEP04,ITM0028,Request ITM0028,1000,825.62,825617.08,IDR,2025-02-15,normal,approved,BUD00035,https://docs.internal/pr/PR202500194.pdf
PR00195,PR202500195,2025-01-28,EMP040,CC007,DEP01,ITM0011,Request ITM0011,100,14687.84,1468783.72,IDR,2025-03-02,low,rejected,BUD00821,https://docs.internal/pr/PR202500195.pdf
PR00196,PR202400196,2024-11-26,EMP005,CC005,DEP05,ITM0034,Request ITM0034,2,23649.26,47298.51,IDR,2024-12-25,high,approved,BUD00428,https://docs.internal/pr/PR202400196.pdf
PR00197,PR202400197,2024-05-12,EMP021,CC001,DEP01,ITM0008,Request ITM0008,500,459.60,229799.65,IDR,2024-06-13,high,approved,BUD01074,https://docs.internal/pr/PR202400197.pdf
PR00198,PR202500198,2025-09-05,EMP007,CC005,DEP05,ITM0024,Request ITM0024,2500,652.19,1630466.75,IDR,2025-10-07,high,rejected,BUD00516,https://docs.internal/pr/PR202500198.pdf
PR00199,PR202500199,2025-11-06,EMP038,CC008,DEP02,ITM0027,Request ITM0027,250,158.25,39563.55,IDR,2025-12-04,high,approved,BUD00213,https://docs.internal/pr/PR202500199.pdf
PR00200,PR202500200,2025-10-31,EMP002,CC012,DEP06,ITM0014,Request ITM0014,4,13498.53,53994.12,IDR,2025-11-29,high,approved,BUD00705,https://docs.internal/pr/PR202500200.pdf
PR00201,PR202400201,2024-11-22,EMP036,CC005,DEP05,ITM0024,Request ITM0024,200,504.19,100837.31,IDR,2025-01-02,normal,approved,BUD00816,https://docs.internal/pr/PR202400201.pdf
PR00202,PR202500202,2025-09-09,EMP002,CC008,DEP02,ITM0006,Request ITM0006,1,7068.87,7068.87,IDR,2025-10-17,normal,approved,BUD00503,https://docs.internal/pr/PR202500202.pdf
PR00203,PR202500203,2025-12-11,EMP021,CC002,DEP02,ITM0035,Request ITM0035,100,163734.27,16373426.78,IDR,2026-01-24,normal,approved,BUD00714,https://docs.internal/pr/PR202500203.pdf
PR00204,PR202500204,2025-12-09,EMP015,CC010,DEP04,ITM0009,Request ITM0009,20,24509.64,490192.75,IDR,2026-01-12,urgent,approved,BUD00296,https://docs.internal/pr/PR202500204.pdf
PR00205,PR202400205,2024-01-15,EMP025,CC012,DEP06,ITM0032,Request ITM0032,500,11907.07,5953532.94,IDR,2024-02-15,normal,approved,BUD00197,https://docs.internal/pr/PR202400205.pdf
PR00206,PR202400206,2024-12-21,EMP040,CC008,DEP02,ITM0002,Request ITM0002,50,45061.71,2253085.52,IDR,2025-01-10,high,approved,BUD00199,https://docs.internal/pr/PR202400206.pdf
PR00207,PR202400207,2024-10-03,EMP034,CC002,DEP02,ITM0016,Request ITM0016,250,59.58,14895.60,IDR,2024-10-24,urgent,approved,BUD01119,https://docs.internal/pr/PR202400207.pdf
PR00208,PR202400208,2024-02-09,EMP034,CC003,DEP03,ITM0020,Request ITM0020,5,19522.75,97613.75,IDR,2024-03-25,low,approved,BUD00440,https://docs.internal/pr/PR202400208.pdf
PR00209,PR202500209,2025-09-24,EMP027,CC012,DEP06,ITM0017,Request ITM0017,200,100.33,20065.01,IDR,2025-10-23,urgent,approved,BUD00570,https://docs.internal/pr/PR202500209.pdf
PR00210,PR202400210,2024-03-23,EMP015,CC001,DEP01,ITM0032,Request ITM0032,5,11920.43,59602.14,IDR,2024-04-08,low,rejected,BUD00139,https://docs.internal/pr/PR202400210.pdf
PR00211,PR202400211,2024-09-25,EMP021,CC001,DEP01,ITM0024,Request ITM0024,1000,554.31,554305.84,IDR,2024-10-13,high,approved,BUD00514,https://docs.internal/pr/PR202400211.pdf
PR00212,PR202400212,2024-04-06,EMP003,CC010,DEP04,ITM0001,Request ITM0001,5,10440.69,52203.43,IDR,2024-04-21,urgent,approved,BUD00791,https://docs.internal/pr/PR202400212.pdf
PR00213,PR202400213,2024-11-19,EMP014,CC007,DEP01,ITM0030,Request ITM0030,500,279.49,139747.34,IDR,2024-12-21,urgent,approved,BUD00927,https://docs.internal/pr/PR202400213.pdf
PR00214,PR202400214,2024-08-05,EMP002,CC012,DEP06,ITM0036,Request ITM0036,10,1352.13,13521.29,IDR,2024-09-14,normal,approved,BUD00560,https://docs.internal/pr/PR202400214.pdf
PR00215,PR202500215,2024-12-25,EMP020,CC002,DEP02,ITM0021,Request ITM0021,2,16907.88,33815.77,IDR,2025-01-16,normal,approved,BUD00335,https://docs.internal/pr/PR202500215.pdf
PR00216,PR202400216,2024-03-22,EMP013,CC011,DEP05,ITM0005,Request ITM0005,5,1363.34,6816.69,IDR,2024-04-24,low,approved,BUD00727,https://docs.internal/pr/PR202400216.pdf
PR00217,PR202500217,2025-10-27,EMP018,CC012,DEP06,ITM0037,Request ITM0037,25,40516.31,1012907.64,IDR,2025-11-16,urgent,approved,BUD00834,https://docs.internal/pr/PR202500217.pdf
PR00218,PR202500218,2025-08-12,EMP013,CC012,DEP06,ITM0030,Request ITM0030,50,285.66,14282.96,IDR,2025-08-29,low,pending,BUD00188,https://docs.internal/pr/PR202500218.pdf
PR00219,PR202400219,2024-01-16,EMP013,CC012,DEP06,ITM0015,Request ITM0015,1000,7.72,7717.45,IDR,2024-02-27,normal,draft,BUD00961,https://docs.internal/pr/PR202400219.pdf
PR00220,PR202400220,2024-10-13,EMP013,CC005,DEP05,ITM0038,Request ITM0038,10,3322.99,33229.87,IDR,2024-11-12,normal,approved,BUD00254,https://docs.internal/pr/PR202400220.pdf
PR00221,PR202400221,2024-12-15,EMP006,CC006,DEP06,ITM0004,Request ITM0004,100,11133.43,1113343.07,IDR,2025-01-03,low,approved,BUD00538,https://docs.internal/pr/PR202400221.pdf
PR00222,PR202500222,2025-10-30,EMP007,CC001,DEP01,ITM0024,Request ITM0024,100,528.00,52799.99,IDR,2025-11-17,high,approved,BUD00691,https://docs.internal/pr/PR202500222.pdf
PR00223,PR202400223,2024-10-23,EMP019,CC006,DEP06,ITM0022,Request ITM0022,1000,58.76,58755.66,IDR,2024-12-11,normal,approved,BUD00757,https://docs.internal/pr/PR202400223.pdf
PR00224,PR202500224,2025-01-23,EMP029,CC007,DEP01,ITM0040,Request ITM0040,100,2945.18,294517.57,IDR,2025-02-27,high,approved,BUD00294,https://docs.internal/pr/PR202500224.pdf
PR00225,PR202400225,2024-10-07,EMP010,CC008,DEP02,ITM0019,Request ITM0019,10,7861.76,78617.64,IDR,2024-11-15,normal,approved,BUD00910,https://docs.internal/pr/PR202400225.pdf
PR00226,PR202500226,2025-12-26,EMP024,CC006,DEP06,ITM0005,Request ITM0005,10,1349.90,13498.99,IDR,2026-01-18,high,approved,BUD00143,https://docs.internal/pr/PR202500226.pdf
PR00227,PR202500227,2025-01-27,EMP013,CC010,DEP04,ITM0026,Request ITM0026,500,127.67,63833.77,IDR,2025-02-12,urgent,approved,BUD00015,https://docs.internal/pr/PR202500227.pdf
PR00228,PR202400228,2024-08-15,EMP014,CC010,DEP04,ITM0003,Request ITM0003,50,2380.30,119014.78,IDR,2024-09-12,urgent,approved,BUD00112,https://docs.internal/pr/PR202400228.pdf
PR00229,PR202400229,2024-04-02,EMP025,CC012,DEP06,ITM0002,Request ITM0002,200,71414.95,14282989.20,IDR,2024-04-29,low,approved,BUD00110,https://docs.internal/pr/PR202400229.pdf
PR00230,PR202500230,2025-05-20,EMP030,CC007,DEP01,ITM0010,Request ITM0010,5,24486.81,122434.05,IDR,2025-06-10,low,approved,BUD00130,https://docs.internal/pr/PR202500230.pdf
PR00231,PR202500231,2025-07-30,EMP032,CC011,DEP05,ITM0023,Request ITM0023,400,39.06,15625.37,IDR,2025-08-22,urgent,approved,BUD00178,https://docs.internal/pr/PR202500231.pdf
PR00232,PR202500232,2025-02-23,EMP022,CC008,DEP02,ITM0033,Request ITM0033,1000,853.40,853400.03,IDR,2025-04-02,high,approved,BUD01124,https://docs.internal/pr/PR202500232.pdf
PR00233,PR202400233,2024-06-24,EMP001,CC012,DEP06,ITM0005,Request ITM0005,10,1387.09,13870.89,IDR,2024-07-24,urgent,approved,BUD00768,https://docs.internal/pr/PR202400233.pdf
PR00234,PR202500234,2025-05-14,EMP025,CC012,DEP06,ITM0006,Request ITM0006,10,7329.69,73296.86,IDR,2025-06-24,urgent,approved,BUD00071,https://docs.internal/pr/PR202500234.pdf
PR00235,PR202500235,2024-12-27,EMP025,CC001,DEP01,ITM0010,Request ITM0010,10,20891.76,208917.63,IDR,2025-01-16,high,approved,BUD01011,https://docs.internal/pr/PR202500235.pdf
PR00236,PR202400236,2024-09-23,EMP011,CC002,DEP02,ITM0023,Request ITM0023,100,28.94,2894.08,IDR,2024-10-22,normal,approved,BUD00914,https://docs.internal/pr/PR202400236.pdf
PR00237,PR202500237,2025-04-29,EMP009,CC009,DEP03,ITM0013,Request ITM0013,1000,626.85,626854.60,IDR,2025-06-04,low,approved,BUD00979,https://docs.internal/pr/PR202500237.pdf
PR00238,PR202500238,2025-09-28,EMP003,CC006,DEP06,ITM0032,Request ITM0032,5,10074.47,50372.37,IDR,2025-10-18,urgent,approved,BUD00700,https://docs.internal/pr/PR202500238.pdf
PR00239,PR202400239,2024-10-10,EMP013,CC006,DEP06,ITM0015,Request ITM0015,200,7.58,1515.18,IDR,2024-11-09,high,approved,BUD00541,https://docs.internal/pr/PR202400239.pdf
PR00240,PR202500240,2025-10-18,EMP017,CC010,DEP04,ITM0024,Request ITM0024,1000,610.84,610842.66,IDR,2025-11-02,urgent,approved,BUD01128,https://docs.internal/pr/PR202500240.pdf
PR00241,PR202400241,2024-03-12,EMP023,CC004,DEP04,ITM0022,Request ITM0022,200,62.20,12439.90,IDR,2024-04-23,high,approved,BUD00451,https://docs.internal/pr/PR202400241.pdf
PR00242,PR202400242,2024-08-21,EMP002,CC009,DEP03,ITM0006,Request ITM0006,100,7824.94,782494.01,IDR,2024-09-16,urgent,approved,BUD00895,https://docs.internal/pr/PR202400242.pdf
PR00243,PR202500243,2025-08-27,EMP023,CC004,DEP04,ITM0025,Request ITM0025,250,40.60,10150.84,IDR,2025-09-20,urgent,approved,BUD00324,https://docs.internal/pr/PR202500243.pdf
PR00244,PR202400244,2024-06-29,EMP031,CC007,DEP01,ITM0015,Request ITM0015,200,7.77,1553.20,IDR,2024-07-31,low,pending,BUD00401,https://docs.internal/pr/PR202400244.pdf
PR00245,PR202500245,2025-08-23,EMP036,CC006,DEP06,ITM0005,Request ITM0005,1,1156.19,1156.19,IDR,2025-09-18,normal,approved,BUD00504,https://docs.internal/pr/PR202500245.pdf
PR00246,PR202400246,2024-11-01,EMP023,CC010,DEP04,ITM0032,Request ITM0032,100,9511.60,951160.14,IDR,2024-12-18,urgent,approved,BUD00515,https://docs.internal/pr/PR202400246.pdf
PR00247,PR202400247,2024-08-13,EMP027,CC001,DEP01,ITM0017,Request ITM0017,500,77.14,38568.01,IDR,2024-08-29,low,approved,BUD00606,https://docs.internal/pr/PR202400247.pdf
PR00248,PR202500248,2025-01-21,EMP037,CC009,DEP03,ITM0034,Request ITM0034,5,18111.23,90556.16,IDR,2025-02-19,urgent,approved,BUD00677,https://docs.internal/pr/PR202500248.pdf
PR00249,PR202400249,2024-03-04,EMP030,CC006,DEP06,ITM0031,Request ITM0031,500,345.26,172629.54,IDR,2024-03-25,urgent,approved,BUD00529,https://docs.internal/pr/PR202400249.pdf
PR00250,PR202400250,2024-04-12,EMP007,CC012,DEP06,ITM0036,Request ITM0036,500,1744.01,872005.65,IDR,2024-05-05,urgent,approved,BUD00819,https://docs.internal/pr/PR202400250.pdf
PR00251,PR202400251,2024-07-14,EMP010,CC009,DEP03,ITM0039,Request ITM0039,1,17028.12,17028.12,IDR,2024-07-24,normal,approved,BUD00106,https://docs.internal/pr/PR202400251.pdf
PR00252,PR202500252,2025-09-21,EMP033,CC002,DEP02,ITM0034,Request ITM0034,2,23455.50,46911.00,IDR,2025-10-11,high,approved,BUD00066,https://docs.internal/pr/PR202500252.pdf
PR00253,PR202400253,2024-03-26,EMP038,CC005,DEP05,ITM0022,Request ITM0022,500,41.99,20996.15,IDR,2024-04-26,urgent,pending,BUD00070,https://docs.internal/pr/PR202400253.pdf
PR00254,PR202500254,2025-01-19,EMP030,CC011,DEP05,ITM0013,Request ITM0013,500,574.54,287270.71,IDR,2025-03-08,high,draft,BUD00921,https://docs.internal/pr/PR202500254.pdf
PR00255,PR202400255,2024-05-08,EMP017,CC007,DEP01,ITM0028,Request ITM0028,100,537.55,53754.88,IDR,2024-05-31,normal,approved,BUD00087,https://docs.internal/pr/PR202400255.pdf
PR00256,PR202400256,2024-08-18,EMP003,CC008,DEP02,ITM0033,Request ITM0033,1000,915.59,915591.33,IDR,2024-09-26,high,draft,BUD01104,https://docs.internal/pr/PR202400256.pdf
